// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

446727 "Oenoe & Plataea"
446728 "Oenoe"
446729 "Nisaea"
446730 "Pegae"
446731 "Tribute Ship"
446732 "Year: <year> BCE, Winter"
446733 "Year: <year> BCE, Spring"
446734 "Year: <year> BCE, Summer"
446735 "Year: <year> BCE, Fall"
446736 "Political Favor: <Favor>/100"
446737 "+ Remain in power for 3 elections.\nKeep your Political Favor above 50 at election time to avoid being voted out."
446738 "+ Remain in power for 3 elections.\nKeep your Political Favor above 50 at election time to avoid being voted out.\nPolitical Favor will slowly decrease unless you take actions to boost it."
446739 "- Kill <camps>/4 Spartan camp leaders."
446740 "- Capture <Eleusis Castle>/2 Forts in Eleusis."
446741 "- Send at least 20 Hoplites to the flagged area in Plataea."
446742 "- Send at least 20 Lancers to the flagged area in Oenoe."
446743 "- Select the Acropolis (Wonder) to see options for gaining political favor."
446744 "- Destroy Storehouses in <towns>/2 towns to gain resources."
446745 "- Sell Pericles's Estate at the Acropolis."
446746 "- Order Repairs at the Acropolis."
446747 "- Sell Athena's Gold at the Acropolis."
446748 "- Send a Raiding Party from the Acropolis."
446749 "- Send out troops while the Spartans are away."
446750 "- Defend the 3 Storehouses."
446751 "- Defend the Fort on Salamis."
446752 "- Pay for a Festival at the Acropolis."
446753 "- Send tribute to the Oracle from the Acropolis."
446754 "- Protect the Tribute Ships."
446755 "- Prosecute Cleon at the Acropolis."
446756 "- Stop the rioters: kill them or bribe them (at the Acropolis)."
446757 "- Reduce the plague at the Acropolis."
446758 "- Load up the Transport Ships with soldiers to conquer Aegina."
446759 "- Load troops onto Transport Ships to Aegina."
446760 "- Escort the Transport Ships to Aegina."
446761 "- Destroy the Forts on Aegina."
446762 "Sell Estate"
446763 "Use <b>Sell Estate<b> (<cost>)\nSell your estate. You will lose its income but gain 30 Political Favor.\nOne-time use."
446764 "Repair Acropolis"
446765 "Use <b>Repair Acropolis<b> (<cost>)\nRepair the Acropolis to gain 25 Political Favor.\nOne-time use."
446766 "Sell Athena's Gold"
446767 "Use <b>Sell Athena's Gold<b>\nSell the gold on the statue of Athena. Gain 3000 gold but lose 40 Political Favor.\nOne-time use."
446767_perth "Sell the gold on the statue of Athena. Gain 3000 gold but lose 40 Political Favor.\nOne-time use."
446768 "Embassy to the Oracle"
446769 "Use <b>Embassy to the Oracle<b> (<cost>)\nCreates a Tribute Cart which you can send to the Oracle; gain 15 Political Favor if it arrives successfully.\nCan be used three times."
446770 "Host Festival"
446771 "Use <b>Host Festival<b> (<cost>)\nFund a Festival to gain 15 Political Favor.\nCan only be used during festival season."
446772 "Raid the Peloponnese"
446773 "Use <b>Raid the Peloponnese<b> (<cost>)\nSend a raiding party to the Peloponnese to gain resources and 25 Political Favor. You will have to provide a fleet yourself. \nCan be used three times. "
446774 "Colonize Aegina"
446775 "Use <b>Colonize Aegina<b> (<cost>)\nInitiate the colonization of Aegina. You will need to provide soldiers for the expedition.\nA successful expedition will grant you 30 Political Favor. If you fail, you can try again."
446776 "Bribe Rioters"
446777 "Use <b>Bribe Rioters<b> (<cost>)\nPay gold to stop the rioters. You will also gain 15 Political Favor."
446778 "Prosecute Cleon"
446779 "Use <b>Prosecute Cleon<b> (<cost>)\nDecrease the rate (by 1 per minute) at which you lose Political Favor by prosecuting Cleon. One-time use."
446780 "Burn Plague Bodies"
446781 "Use <b>Burn Plague Bodies<b> (<cost>)\nHalve the Political Favor loss caused by the plague, halve its effects on unit stats, and gain 10 Political Favor. One-time use."
446782 "Funeral Oration"
446783 "Use <b>Funeral Oration<b> (<cost>)\nDeliver a fitting oration for the Athenian war dead, gaining 10 Political Favor. One-time use."
446784 "- An election approaches. Your Favor is low! -"
446785 "- You have been re-elected! -"
446786 "- The Spartans withdraw from Attica. -"
446787 "- The Spartans return to ravage Attica. -"
446788 "- You have gained Favor! -"
446789 "- You have lost Favor! -"
446790 "- Salamis has fallen to Sparta: favor lost! -"
446791 "- A Storehouse has fallen to Sparta. -"
446792 "- The Storehouses have fallen to Sparta. -"
446793 "- Oenoe has fallen to Sparta: favor lost! -"
446794 "- Plataea has fallen to Sparta: favor lost! -"
446795 "- Your raiding party has returned! -"
446796 "- Cleon litigation underway: favor loss rate decreased. -"
446797 "- Cleon's tirades drain your Favor. -"
446798 "- An election approaches! -"
446799 "Change of season in %d"
446487 "- Estate sold: favor gained; passive income lost! -"
446488 "- Acropolis repaired: favor gained! -"
446489 "- Athena's gold sold: favor lost! -"
446490 "- Oracle received: favor gained! -"
446491 "- Festival celebrated: favor gained! -"
446492 "- Raiding fleet returns: favor and resources gained! -"
446493 "- Aegina colonised: favor gained! -"
446494 "- Salamis defended: favor gained! -"
446495 "- Spartan camps cleared: favor gained! -"
446496 "- Eleusis liberated: favor gained! -"
446497 "- Plataea reinforced: favor gained! -"
446498 "- Oenoe reinforced: favor gained! -"
446499 "- Enemy storehouse raided: favor gained! -"
446500 "- A Tribute Ship has arrived -"
446501 "- Allied ships lost: favor lost! -"
446502 "<AQUA>Next election in %d"
446503 "Plague breaks out! Favor loss increased and all unit stats decreased. You can reduce the effects of the plague with the Burn Bodies action at the Acropolis."
446504 "Plague bodies burned: Favor loss and plague stats effects halved."
446505 "<BLUE>Festival available for %d"
446506 "A Panathenaic festival can now be celebrated (via the Acropolis)."
446507 "- Escort the Tribute Cart to the Oracle's Temple."
446508 "- Kill <camps>/4 Spartan camp commanders."
446509 "- Escort Tribute Ships to the Piraeus."
446510 "1. Your goal is to remain in office. When an election occurs, your Political Favor must be above 50 for you to be re-elected. The scenario will end if you survive three elections.\n\n2. Because the people are angry at being stuck inside the walls while the Spartans ravage their fields, your Political Favor will continually drain. To top it up, you must complete side objectives and take political actions, which are done via technologies at the Acropolis (Wonder). These technologies take time to complete, so do not wait until the last second before an election.\n\n3. Beware of civil unrest if your Favor drops too low.\n\n4. Do not try to fight the Spartans on land; they are too powerful.\n\n5. Maintain your economy at sea, but make sure to defend against the Corinthian Navy.\n\n6. Remember: attacking and defeating your enemies is not your goal; winning elections is.\n\n7. Oenoe is the orange town closer to Athens, Plataea is the orange town further away in the north.\n\n8. You start with an estate that provides a valuable regular income of wood, gold and food."
446511 "<BLUE>Raiding fleet leaves in %d"
446512 "- Transports for the Aegina expedition can now be built at the Port -"
446513 "Rioters"
// 446514 was used elsewhere
446518 "Pericles' Estate"


// Overflow
450400 "Corinthian Navy" 
450401 "Athenians"
450402 "The Spartan raids force you to rely on your naval economy! Use Fishing Ships to gather food and gold, and Merchant Ships to trade for wood and gold."
450403 "- Select a Port and change the Merchant Ship ratio."
450404 "- Collect resources from ruined buildings beyond the walls."
450405 "In Chronicles, Merchant Ships trade for wood as well as gold. Select the Port to change the ratio of wood to gold."
450406 "- Oracle Tribute Cart destroyed: favor lost! -"
450407 "- Bring at least 10 military ships to the flagged area for a raid on the Peloponnese."
450408 "<BLUE> Expedition to Aegina leaves in %d"
450409 "Spartans"
450410 "<BLUE> Raiding fleet returns in %d"
450411 "Fewer than 10 ships were provided; the raid on the Peloponnese has been cancelled."
450412 "Acropolis"
450413 "Plague Cart"
450414 "<b>Rioter (Ranged)<b>\n<hp> <attack> <armor> <piercearmor> <range>"
450415 "Rioter (Ranged)"
450416 "Rioter (Melee)"
450417 "Rioter (Melee)<b>\n<hp> <attack> <armor> <piercearmor> <range>"
450418 "<b>Tribute Ship<b>\n<hp> <attack> <armor> <piercearmor> <range>"
450419 "Oracle's Temple"
450420 "Spartan Camp Leader"
450421 "Athenian Rioters"
450422 "- Tribute Ship destroyed: favor lost! -"
450423 "- Collect resources from ruined buildings beyond the walls by moving a unit to smoking resource piles."
450424 "- You can sell your estate at the Acropolis to gain Favor -"
450425 "Estate Income: <EstateWoodDisp>W <EstateGoldDisp>G <EstateFoodDisp>F per min"


//
//Scenario Sixteen
//

446800 "<RED>Lysander: Methone is surrounded. Athenians everywhere you look. And the defenders are wavering."
446801 "<RED>Brasidas: Very well. Here is what we shall do: we shall rush through the siege lines, break into the city, and take charge of the defense ourselves. The Athenians will never expect it."
446802 "<RED>Lysander: There are three ways in. Some easier than others… But with fewer opportunities to cause havoc."
446803 "<RED>Brasidas: Good people of Methone, fear no longer! I am Brasidas, son of Tellis, and the victory I win here will be immortalized by poets and rhapsodes."
446804 "<RED>Brasidas: Spartans, to arms: the Athenians are on the attack!"
446805 "<RED>Brasidas: Hear those disordered footsteps, men? The Athenians are on the march!"
446806 "<RED>Lysander: They come again. Give them no quarter."
446807 "<RED>Brasidas: Here they come! Let not one Athenian set foot in this town!"
446808 "<RED>Lysander: They're on the march again. More bleating goats to the slaughter."
446809 "<RED>Lysander: Here they come again. Paint the ramparts with their blood."
446810 "<RED>Brasidas: The Athenians strike once more — defend the city!"
446811 "<RED>Brasidas: Lions of Sparta, it is an honor to witness your bravery."
446812 "<RED>Lysander: The cowards flee."
446813 "<RED>Brasidas: See how readily these Athenians dishonor themselves!"
446814 "<RED>Lysander: Flee, you fork-tongued sons of hags."
446815 "<RED>Brasidas: Once more you have triumphed, Spartans: give thanks to the Twin Gods."
446816 "<RED>Lysander: Scurry back to your camp, rats."
446817 "<RED>Brasidas: Heracles himself would admire your courage, Spartans!"
446818 "<RED>Brasidas: They're trying to undermine the walls. Take out their sappers!"
446819 "<RED>Brasidas: They've breached the wall!"
446820 "<RED>Brasidas: Defend the breach!"
446821 "<RED>Brasidas: The wall is breached — don't let them through!"
446822 "<RED>Lysander: The rats chew through the wall."
446823 "<RED>Lysander: We have a breach. "
446824 "<RED>Lysander: Thundering Zeus, there's a hole in the wall!"
446825 "<RED>Brasidas: They've opened up a breach — hold, men!"
